"(PDH-CSV 4.0) (Eastern Standard Time)(300)","\\LAPTOP-50QB2UVF\Memory\Available Bytes","\\LAPTOP-50QB2UVF\Processor(_Total)\% Processor Time","\\LAPTOP-50QB2UVF\Processor(_Total)\% User Time","\\LAPTOP-50QB2UVF\Processor(_Total)\% Privileged Time","\\LAPTOP-50QB2UVF\Processor(_Total)\Interrupts/sec","\\LAPTOP-50QB2UVF\Processor(_Total)\% DPC Time","\\LAPTOP-50QB2UVF\Processor(_Total)\% Interrupt Time","\\LAPTOP-50QB2UVF\Processor(_Total)\DPCs Queued/sec","\\LAPTOP-50QB2UVF\Processor(_Total)\DPC Rate","\\LAPTOP-50QB2UVF\Processor(_Total)\% Idle Time","\\LAPTOP-50QB2UVF\Processor(_Total)\% C1 Time","\\LAPTOP-50QB2UVF\Processor(_Total)\% C2 Time","\\LAPTOP-50QB2UVF\Processor(_Total)\% C3 Time","\\LAPTOP-50QB2UVF\Processor(_Total)\C1 Transitions/sec","\\LAPTOP-50QB2UVF\Processor(_Total)\C2 Transitions/sec","\\LAPTOP-50QB2UVF\Processor(_Total)\C3 Transitions/sec","Use this template to create a basic Data Collector Set. You can add or remove counters and change the scheduling options later by editing its properties. Membership in the local Administrators group, or equivalent, is the minimum required to run this Data Collector Set without modification. See the help topic "Create a Data Collector Set From a Template" for more information about permissions and configuration."
"12/02/2020 23:50:38.887","8109961216"," "," "," "," "," "," "," ","21"," "," "," "," "," "," "," "," "
"12/02/2020 23:50:39.888","8105201664","3.8279921186574972225","1.9520754888209388422","1.8219257956851708791","20363.264159675498377","0.26026940246878638163","0.13013969853485149453","1171.4974276035579805","27","92.585405364022349772","0.57668847288694646824","1.0584382316672533708","90.950278659468153819","71.969125245269779612","575.75300196215823689","18276.159527562675066"," "
"12/02/2020 23:50:40.890","8096514048","5.9210158644492194568","3.2485854844800479135","2.4689253673908164721","21890.206071316268208","0","0.25988005259674473724","1246.4493906119907933","12","91.514892830539963597","0.30699397788030646783","1.1703134967174935177","90.037595335591660728","275.43637454676496645","1609.706058492506827","18671.791912210046576"," "
"12/02/2020 23:50:41.878","8097095680","6.7325751410431067256","3.4250681794360540167","3.4250782965804456026","20282.219065771529131","0.52694134848584794906","0.26347067424292397453","1040.0100358945098833","6","90.382683010036615201","0","0.40367406122005478064","89.978988714527773141","0","307.55160594545816366","18549.206233585446171"," "
"12/02/2020 23:50:42.880","8099536896","4.2698953448600978078","2.7314344211202641333","2.4712949555199670293","24457.436160308374383","0.26012947637267969103","0.26013946560029660438","1335.4403392278159117","9","92.295458577470057548","0","0.39422486790245403476","91.901243698795227033","0","126.85184972470651132","22652.54409375290561"," "
"12/02/2020 23:50:43.885","7973339136","28.927417436116886762","17.994700504745555492","10.356654579034531238","44857.023086144101399","0.1294599221570144898","0.38836982407628439784","2524.5374299711811545","51","70.665242650606657548","3.6295308611436198909","5.5249987099742794427","61.510713079488752442","3958.3235560123166579","4850.2140935011502734","23592.841330585342803"," "
"12/02/2020 23:50:44.887","7978717184","13.695188997810692655","9.4883321547631069848","4.0292926941556359566","26397.577688072135061","0","0.51991517488691119109","1524.377004488376997","40","83.097236635472825128","1.3132140548392519097","4.1435394719872293834","77.640483108646336063","888.47120759309461846","1150.0211585924100746","20386.920226366491988"," "
"12/02/2020 23:50:45.889","7938732032","12.29589033003511922","8.835369819005919112","3.2483018364843485593","22729.67185501700078","0.12993367006387515628","0.25985736134961778809","2120.2121369523342764","9","85.494359146403340333","1.3509170048058793956","2.2793724585923116344","81.864069683005155298","673.47914938485916991","946.86179669071304943","19161.728983609213174"," "
"12/02/2020 23:50:46.879","7936716800","13.853966260746354067","11.047735408681363722","3.5510527595399659084","24975.018920162772702","0.13152234309160232284","0","1833.4274122348904257","58","82.061093800046236879","1.1693175676214839775","2.8777040184666624612","78.014062113171434021","456.58908558136113243","1933.4325438113389737","19177.751747261376295"," "
"12/02/2020 23:50:47.881","7903141888","17.687013618385595493","13.783856714338273974","3.9010896386260256463","24310.350354872989556","0","0","4067.7042558293355796","61","80.943887425713271","2.3505407047557493883","1.3727241604805162645","77.220632547266475854","1249.3734407175297747","783.97933730076806569","19561.532840395087987"," "
"12/02/2020 23:50:48.882","7872876544","15.62172024623359512","12.481224493993686053","3.1203061234984215133","22704.901778509036376","0","0","4074.88034469833201","70","83.556196413734824091","2.4012178479912669182","1.0996657727780099201","80.055312792965537483","1175.2350320288990133","521.21723595504272453","18640.006438330914534"," "
"12/02/2020 23:50:49.883","7842873344","11.662213713762724865","9.4972792690895797563","1.8214009516063600636","20677.613466105936823","0","0","3093.2494825601074808","9","85.755609821408938842","1.889334295197804936","2.2134339960472964037","81.652841530163840389","885.21286871713664368","680.39499277242668995","16220.576663231055136"," "
"12/02/2020 23:50:50.888","7927193600","16.849062005197524172","13.081386384945611567","3.4970070387160219205","24546.220707679229236","0","0.25904050569099318357","2094.0139651333242909","52","80.601445064453756117","2.320442714368899928","3.2333511119882181184","75.047651238096634074","2149.7217000727382583","925.14631238669437607","18180.617209870135412"," "
"12/02/2020 23:50:51.890","7905075200","19.377429163160464043","14.303997254829663888","4.9413765119758652489","26965.041713827027706","0","0","4024.4840421717995014","66","80.692807969302975835","3.033738790571106847","1.2475405019483238878","76.411528676783561309","1759.5883082646923867","309.57569555167685849","20215.292919524501485"," "
